Invoice,Branch,City,Type,Gender,Category,Cost,Sale,Date,Year,Month,Day,Date2,Time,Payment,Review
722-13-2115,C,Houston,Member,Male,Sports and travel, $42.85 , $44.99 ,3/14/2019,2019,3,14,14/03/19,15:36:00,Credit card,9.3
749-81-8133,A,Nueva York,Normal,Female,Fashion accessories, $378.68 , $397.61 ,03/11/19,2019,3,11,11/03/19,12:04:00,Cash,6.8
777-67-2495,B,Chicago,Normal,Male,Home and lifestyle, $206.91 , $217.26 ,2/22/2019,2019,2,22,22/02/19,11:26:00,Ewallet,8.7
636-98-3364,B,Chicago,Member,Female,Electronic accessories, $78.78 , $82.72 ,03/02/19,2019,3,2,02/03/19,12:36:00,Ewallet,6.3
246-55-6923,C,Houston,Member,Female,Home and lifestyle, $322.11 , $338.22 ,03/10/19,2019,3,10,10/03/19,15:06:00,Credit card,5.1
181-82-6255,B,Chicago,Normal,Female,Home and lifestyle, $98.22 , $103.13 ,02/08/19,2019,2,8,08/02/19,10:58:00,Cash,7.0
838-02-1821,C,Houston,Member,Female,Home and lifestyle, $25.46 , $26.73 ,2/22/2019,2019,2,22,22/02/19,12:10:00,Credit card,5.2
887-42-0517,C,Houston,Normal,Female,Sports and travel, $581.98 , $611.08 ,01/10/19,2019,1,10,10/01/19,10:31:00,Credit card,6.6
457-12-0244,C,Houston,Member,Female,Sports and travel, $211.32 , $221.89 ,3/14/2019,2019,3,14,14/03/19,13:49:00,Ewallet,6.5
226-34-0034,B,Chicago,Normal,Female,Electronic accessories, $55.12 , $57.88 ,01/10/19,2019,1,10,10/01/19,11:10:00,Ewallet,9.0
321-49-7382,B,Chicago,Member,Male,Sports and travel, $88.31 , $92.73 ,2/15/2019,2019,2,15,15/02/19,17:38:00,Credit card,5.2
397-25-8725,A,Nueva York,Member,Female,Health and beauty, $356.58 , $374.41 ,1/13/2019,2019,1,13,13/01/19,17:54:00,Credit card,6.8
431-66-2305,B,Chicago,Normal,Female,Electronic accessories, $794.25 , $833.96 ,2/15/2019,2019,2,15,15/02/19,20:51:00,Credit card,7.6
825-94-5922,B,Chicago,Normal,Male,Sports and travel, $50.62 , $53.15 ,03/02/19,2019,3,2,02/03/19,19:26:00,Ewallet,7.2
641-62-7288,B,Chicago,Normal,Male,Home and lifestyle, $599.52 , $629.50 ,3/24/2019,2019,3,24,24/03/19,13:33:00,Ewallet,7.1
756-93-1854,C,Houston,Member,Female,Fashion accessories, $166.70 , $175.04 ,02/02/19,2019,2,2,02/02/19,14:05:00,Credit card,9.5
243-55-8457,A,Nueva York,Normal,Female,Food and beverages, $744.40 , $781.62 ,2/27/2019,2019,2,27,27/02/19,11:40:00,Ewallet,5.1
458-10-8612,C,Houston,Normal,Male,Health and beauty, $448.56 , $470.99 ,1/20/2019,2019,1,20,20/01/19,12:27:00,Ewallet,7.6
501-61-1753,B,Chicago,Normal,Female,Home and lifestyle, $378.90 , $397.85 ,01/03/19,2019,1,3,03/01/19,20:24:00,Ewallet,9.8
235-06-8510,C,Houston,Member,Male,Home and lifestyle, $257.16 , $270.02 ,1/24/2019,2019,1,24,24/01/19,20:59:00,Ewallet,5.1
433-08-7822,C,Houston,Normal,Female,Health and beauty, $552.23 , $579.84 ,01/05/19,2019,1,5,05/01/19,19:48:00,Ewallet,7.5
361-85-2571,A,Nueva York,Normal,Female,Sports and travel, $447.40 , $469.77 ,3/30/2019,2019,3,30,30/03/19,10:18:00,Cash,7.4
131-70-8179,A,Nueva York,Member,Female,Health and beauty, $276.27 , $290.08 ,2/17/2019,2019,2,17,17/02/19,16:27:00,Cash,4.2
500-02-2261,C,Houston,Normal,Female,Food and beverages, $343.74 , $360.93 ,3/21/2019,2019,3,21,21/03/19,17:04:00,Ewallet,5.9
720-72-2436,A,Nueva York,Normal,Male,Food and beverages, $266.08 , $279.38 ,03/02/19,2019,3,2,02/03/19,18:14:00,Ewallet,6.9
702-83-5291,C,Houston,Member,Male,Fashion accessories, $898.38 , $943.30 ,3/27/2019,2019,3,27,27/03/19,10:43:00,Cash,6.6
809-69-9497,A,Nueva York,Normal,Female,Home and lifestyle, $456.80 , $479.64 ,1/19/2019,2019,1,19,19/01/19,19:30:00,Ewallet,5.7
449-16-6770,A,Nueva York,Normal,Male,Health and beauty, $253.95 , $266.65 ,2/19/2019,2019,2,19,19/02/19,14:53:00,Credit card,5.3
333-23-2632,A,Nueva York,Member,Male,Health and beauty, $70.56 , $74.09 ,3/28/2019,2019,3,28,28/03/19,20:14:00,Cash,4.2
489-82-1237,A,Nueva York,Normal,Female,Electronic accessories, $657.16 , $690.02 ,01/05/19,2019,1,5,05/01/19,11:51:00,Credit card,7.3
859-97-6048,C,Houston,Member,Male,Electronic accessories, $168.50 , $176.93 ,3/26/2019,2019,3,26,26/03/19,14:13:00,Credit card,5.3
676-10-2200,B,Chicago,Member,Male,Fashion accessories, $53.78 , $56.47 ,02/03/19,2019,2,3,03/02/19,20:13:00,Ewallet,4.7
373-88-1424,C,Houston,Member,Male,Home and lifestyle, $179.05 , $188.00 ,02/06/19,2019,2,6,06/02/19,18:44:00,Ewallet,7.9
365-16-4334,B,Chicago,Normal,Female,Food and beverages, $211.44 , $222.01 ,2/24/2019,2019,2,24,24/02/19,14:26:00,Ewallet,8.9
503-21-4385,B,Chicago,Member,Male,Health and beauty, $119.73 , $125.72 ,2/21/2019,2019,2,21,21/02/19,12:40:00,Ewallet,9.3
305-89-2768,B,Chicago,Member,Female,Home and lifestyle, $65.70 , $68.99 ,01/09/19,2019,1,9,09/01/19,18:43:00,Ewallet,4.7
574-80-1489,B,Chicago,Member,Female,Food and beverages, $251.40 , $263.97 ,2/25/2019,2019,2,25,25/02/19,13:22:00,Ewallet,8.7
784-08-0310,C,Houston,Member,Female,Food and beverages, $84.16 , $88.37 ,1/13/2019,2019,1,13,13/01/19,13:58:00,Cash,7.6
200-40-6154,B,Chicago,Member,Male,Home and lifestyle, $395.46 , $415.23 ,02/09/19,2019,2,9,09/02/19,11:45:00,Cash,5.7
846-10-0341,A,Nueva York,Normal,Female,Fashion accessories, $297.99 , $312.89 ,01/06/19,2019,1,6,06/01/19,11:51:00,Cash,6.8
577-34-7579,C,Houston,Member,Male,Food and beverages, $454.41 , $477.13 ,01/10/19,2019,1,10,10/01/19,17:16:00,Cash,5.4
430-02-3888,B,Chicago,Normal,Male,Electronic accessories, $276.12 , $289.93 ,02/07/19,2019,2,7,07/02/19,15:55:00,Cash,7.1
867-47-1948,C,Houston,Normal,Female,Home and lifestyle, $158.00 , $165.90 ,01/09/19,2019,1,9,09/01/19,12:07:00,Cash,7.8
384-59-6655,A,Nueva York,Member,Female,Food and beverages, $887.94 , $932.34 ,2/19/2019,2019,2,19,19/02/19,15:07:00,Cash,8.4
256-58-3609,C,Houston,Member,Male,Fashion accessories, $91.98 , $96.58 ,3/18/2019,2019,3,18,18/03/19,15:29:00,Cash,9.8
324-92-3863,A,Nueva York,Member,Male,Electronic accessories, $41.78 , $43.87 ,02/05/19,2019,2,5,05/02/19,18:45:00,Cash,9.8
593-08-5916,A,Nueva York,Normal,Female,Fashion accessories, $15.50 , $16.28 ,3/19/2019,2019,3,19,19/03/19,15:23:00,Credit card,7.4
364-34-2972,C,Houston,Member,Male,Electronic accessories, $290.46 , $304.98 ,3/30/2019,2019,3,30,30/03/19,20:37:00,Cash,6.7
794-42-3736,B,Chicago,Normal,Male,Food and beverages, $66.66 , $69.99 ,1/26/2019,2019,1,26,26/01/19,14:41:00,Credit card,6.4
172-42-8274,B,Chicago,Normal,Female,Electronic accessories, $76.54 , $80.37 ,03/02/19,2019,3,2,02/03/19,18:18:00,Credit card,5.8
558-60-5016,A,Nueva York,Normal,Female,Home and lifestyle, $299.70 , $314.69 ,03/04/19,2019,3,4,04/03/19,15:27:00,Ewallet,7.2
195-06-0432,A,Nueva York,Member,Male,Home and lifestyle, $243.03 , $255.18 ,1/13/2019,2019,1,13,13/01/19,12:55:00,Credit card,9.3
605-03-2706,A,Nueva York,Normal,Female,Health and beauty, $47.40 , $49.77 ,3/25/2019,2019,3,25,25/03/19,18:02:00,Cash,9.5
214-30-2776,B,Chicago,Member,Female,Electronic accessories, $172.45 , $181.07 ,03/11/19,2019,3,11,11/03/19,19:44:00,Credit card,9.0
746-04-1077,B,Chicago,Member,Female,Food and beverages, $846.30 , $888.62 ,01/01/19,2019,1,1,01/01/19,11:36:00,Credit card,9.0
448-34-8700,B,Chicago,Member,Male,Home and lifestyle, $258.37 , $271.29 ,02/10/19,2019,2,10,10/02/19,13:51:00,Ewallet,6.7
452-04-8808,B,Chicago,Normal,Male,Electronic accessories, $609.56 , $640.04 ,1/26/2019,2019,1,26,26/01/19,15:17:00,Cash,5.5
531-56-4728,A,Nueva York,Normal,Male,Home and lifestyle, $240.24 , $252.25 ,02/11/19,2019,2,11,11/02/19,15:29:00,Cash,5.4
744-82-9138,C,Houston,Normal,Male,Fashion accessories, $172.26 , $180.87 ,02/07/19,2019,2,7,07/02/19,17:59:00,Cash,8.2
883-69-1285,B,Chicago,Member,Male,Fashion accessories, $99.84 , $104.83 ,03/06/19,2019,3,6,06/03/19,11:55:00,Credit card,7.0
221-25-5073,A,Nueva York,Normal,Female,Food and beverages, $298.64 , $313.57 ,03/04/19,2019,3,4,04/03/19,10:39:00,Cash,8.5
518-71-6847,B,Chicago,Member,Male,Food and beverages, $159.60 , $167.58 ,2/26/2019,2019,2,26,26/02/19,15:10:00,Ewallet,4.9
156-20-0370,B,Chicago,Normal,Female,Electronic accessories, $25.45 , $26.72 ,03/10/19,2019,3,10,10/03/19,18:10:00,Credit card,5.1
151-33-7434,B,Chicago,Normal,Female,Food and beverages, $67.77 , $71.16 ,02/04/19,2019,2,4,04/02/19,20:43:00,Credit card,6.5
728-47-9078,C,Houston,Member,Male,Food and beverages, $238.36 , $250.28 ,1/19/2019,2019,1,19,19/01/19,12:46:00,Cash,9.8
809-46-1866,A,Nueva York,Normal,Male,Health and beauty, $232.60 , $244.23 ,1/23/2019,2019,1,23,23/01/19,17:44:00,Cash,8.4
139-32-4183,A,Nueva York,Member,Female,Sports and travel, $877.32 , $921.19 ,3/14/2019,2019,3,14,14/03/19,14:19:00,Ewallet,7.4
148-41-7930,C,Houston,Normal,Male,Health and beauty, $699.72 , $734.71 ,1/23/2019,2019,1,23,23/01/19,10:33:00,Cash,6.1
189-40-5216,C,Houston,Normal,Male,Electronic accessories, $674.59 , $708.32 ,01/09/19,2019,1,9,09/01/19,11:40:00,Cash,6.0
374-38-5555,B,Chicago,Normal,Female,Fashion accessories, $318.55 , $334.48 ,02/07/19,2019,2,7,07/02/19,19:30:00,Ewallet,8.5
764-44-8999,B,Chicago,Normal,Female,Health and beauty, $29.52 , $31.00 ,2/18/2019,2019,2,18,18/02/19,14:42:00,Ewallet,4.3
552-44-5977,B,Chicago,Member,Male,Health and beauty, $496.00 , $520.80 ,01/03/19,2019,1,3,03/01/19,19:08:00,Credit card,6.2
267-62-7380,C,Houston,Member,Male,Electronic accessories, $823.40 , $864.57 ,3/29/2019,2019,3,29,29/03/19,19:12:00,Ewallet,4.3
430-53-4718,B,Chicago,Member,Male,Health and beauty, $602.96 , $633.11 ,1/28/2019,2019,1,28,28/01/19,15:46:00,Credit card,8.4
886-18-2897,A,Nueva York,Normal,Female,Food and beverages, $282.80 , $296.94 ,3/22/2019,2019,3,22,22/03/19,19:06:00,Credit card,4.5
602-16-6955,B,Chicago,Normal,Female,Sports and travel, $766.00 , $804.30 ,1/24/2019,2019,1,24,24/01/19,18:10:00,Ewallet,6.0
745-74-0715,A,Nueva York,Normal,Male,Electronic accessories, $116.06 , $121.86 ,03/10/19,2019,3,10,10/03/19,20:46:00,Ewallet,8.8
690-01-6631,B,Chicago,Normal,Male,Fashion accessories, $174.90 , $183.65 ,2/22/2019,2019,2,22,22/02/19,18:35:00,Ewallet,6.6
652-49-6720,C,Houston,Member,Female,Electronic accessories, $60.95 , $64.00 ,2/18/2019,2019,2,18,18/02/19,11:40:00,Ewallet,5.9
233-67-5758,C,Houston,Normal,Male,Health and beauty, $40.35 , $42.37 ,1/29/2019,2019,1,29,29/01/19,13:46:00,Ewallet,6.2
303-96-2227,B,Chicago,Normal,Female,Home and lifestyle, $973.80 ," $1,022.49 ",03/02/19,2019,3,2,02/03/19,17:16:00,Ewallet,4.4
727-02-1313,A,Nueva York,Member,Male,Food and beverages, $31.84 , $33.43 ,02/09/19,2019,2,9,09/02/19,13:22:00,Cash,7.7
347-56-2442,A,Nueva York,Normal,Male,Home and lifestyle, $65.82 , $69.11 ,2/22/2019,2019,2,22,22/02/19,15:33:00,Cash,4.1
849-09-3807,A,Nueva York,Member,Female,Fashion accessories, $618.38 , $649.30 ,2/18/2019,2019,2,18,18/02/19,13:28:00,Cash,6.6
